household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	oven_type	gas	electric	microwave	cooker_id
swide@warephase.com	4	Surzapar WorldWide	Advenover		conventional	1	0	1	3835
garias@streethex.com	4	Surzapar WorldWide	Emkililin	radiant electric	convection	0	1	0	3836
jcorbley@groovestreet.com	4	Surzapar WorldWide	Qwinipamex	radiant electric	conventional	0	1	1	3837
aklonowski@isdom.com	4	Surzapar WorldWide	Rapwerex	electric					3838
msuell@kinnamplus.com	4	Surzapar WorldWide	Revenex	electric	convection	0	0	1	3839
dmatuszak@groovestreet.com	4	Surzapar WorldWide	Supfropantor	electric	conventional	1	1	1	3840
awaymire@sunnamplex.com	4	Surzapar WorldWide	Supquestackan	electric	conventional	0	1	1	3841
tdhamer@statholdings.com	4	Surzapar WorldWide	Upsapar		conventional	0	0	1	3842
mloader@doncon.com	4	Surzapar WorldWide	Winjubexentor	induction	convection	1	1	0	3843
mmelnyk@funholding.com	4	Surzapefax WorldWide	Dopbanentor	radiant electric	conventional	0	1	1	3844
dchickering@betasoloin.com	4	Surzapefax WorldWide	Endwerpistor	radiant electric	conventional	1	1	1	3845
rstrassner@lexiqvolax.com	4	Surzapefax WorldWide	Suptanedgentor		conventional	1	1	0	3846
shixenbaugh@konmatfix.com	4	Surzapefax WorldWide	Tuprobedan		conventional	1	1	0	3847
ldinos@kan-code.com	4	Thrucadantor WorldWide	Endwerpistor	induction	conventional	0	0	1	3848
clapage@rangreen.com	4	Thrucadantor WorldWide	Windimower	radiant electric					3849
cflister@toughzap.com	4	Thrujubewex	Adtanazz		convection	1	0	1	3850
lsuffield@condax.com	4	Thrujubewex	Emkililin	induction					3851
tlindall@hottechi.com	4	Thrujubewex	Parsipefan	gas	convection	0	0	1	3852
kkitty@groovestreet.com	4	Thrujubewex	Upglibicator	induction					3853
thoneywell@rangreen.com	4	Thrujubewex	Windimower		conventional	0	0	1	3854
ccentini@dontechi.com	4	Thrujubewex	Wintinewin	induction	conventional	1	0	0	3855
hknipp@statholdings.com	4	Thrukilicex	Monzapazz	gas					3856
vperigo@zencorporation.com	4	Thrukilicex	Rapdimepax	radiant electric	conventional	1	0	1	3857
smeinerding@funholding.com	4	Thrukilicex	Supdimonentor		conventional	0	1	0	3858
abachman@sonron.com	4	Thrukilicex	Survenin	induction	conventional	1	1	0	3859
tperez@golddex.com	4	Thrukilicex	Truzapaquar	radiant electric	conventional	1	0	1	3860
ikeetch@hottechi.com	4	Thrukilicex	Uncadax	induction	convection	0	0	1	3861
mkeener@gogozoom.com	4	Thrukilicex	Winrobaquazz	gas	conventional	0	1	0	3862
mtillotson@warephase.com	4	Thrukilicex	Winwerpan	radiant electric					3863
xwide@bioplex.com	4	Tipdudonan WorldWide			conventional	0	0	1	3864
mfarrow@groovestreet.com	4	Tipdudonan WorldWide	Parglibover	radiant electric	conventional	1	0	0	3865
aklang@zotware.com	4	Tipdudonan WorldWide	Rebanax	radiant electric					3866
awaymire@ontomedia.com	4	Tipdudonan WorldWide	Tipwerpin	electric					3867
dstaback@bioholding.com	4	Tipdudonan WorldWide	Tupdimantor	gas	conventional	1	1	1	3868
ngehrett@singletechno.com	4	Tipdudonan WorldWide	Zeedimower	gas	convection	1	1	0	3869
drentfro@gogozoom.com	4	Tipsapentor Holdings Corp.			conventional	1	0	0	3870
cnewville@streethex.com	4	Tipsapentor Holdings Corp.	Fropickaman	induction					3871
cmunns@stanredtax.com	4	Tipsapentor Holdings Corp.	Parquestar		conventional	1	1	1	3872
arantanen@domzoom.com	4	Tipsapentor Holdings Corp.	Retanicator	gas					3873
mbrachle@y-corporation.com	4	Tipsapentor Holdings Corp.	Retumamentor		conventional	1	1	0	3874
smallett@labdrill.com	4	Tipsapentor Holdings Corp.	Supfropantor	radiant electric					3875
ekeetch@condax.com	4	Tipsapentor Holdings Corp.	Supquestackan	electric					3876
mchickering@goodsilron.com	4	Tipsapentor Holdings Corp.	Unnipackentor	radiant electric					3877
cwildfong@openlane.com	4	Tipsapower Direct Inc	Mondudax		conventional	0	0	1	3878
arodenberger@dambase.com	4	Tipsapower Direct Inc	Montinefazz		conventional	0	0	1	3879
bmcrae@zotware.com	4	Tipsapower Direct Inc	Supvenar	electric					3880
odopico@yearin.com	4	Tipsapower Direct Inc	Unniponower	electric	conventional	1	1	1	3881
kboulter@bioplex.com	4	Trudiminower		induction					3882
jkoppinger@betasoloin.com	4	Trudiminower	Grodiman	radiant electric					3883
lasar@fasehatice.com	4	Trudiminower	Invenor		conventional	0	1	0	3884
rfillingim@plussunin.com	4	Trudiminower	Klitinistor	electric	conventional	1	1	0	3885
emeisel@codehow.com	4	Trudiminower	Lomnipanower		conventional	0	1	1	3886
mlorens@plexzap.com	4	Trudiminower	Lomrobax	radiant electric	conventional	0	0	1	3887
ekaniecki@sumace.com	4	Trudiminower	Qwiglibaquar		conventional	1	0	1	3888
mradde@yearin.com	4	Trudiminower	Tipwerpin	electric					3889
csamara@domzoom.com	4	Trudiminower	Tipwerpin	radiant electric					3890
jcraghead@kan-code.com	4	Truwerupex International Corp.	Lomrobax		convection	1	0	1	3891
aroyster@zencorporation.com	4	Truwerupex International Corp.	Lomtinex		conventional	0	1	0	3892
wtegarden@singletechno.com	4	Truwerupex International Corp.	Monwericower		conventional	0	1	1	3893
cliukko@hatfan.com	4	Truwerupex International Corp.	Qwifropilistor		conventional	0	1	1	3894
nmartabano@stanredtax.com	4	Truwerupex International Corp.	Retanicator	induction	conventional	1	0	0	3895
bmeinerding@zumgoity.com	4	Truwerupex International Corp.	Retinegan	electric					3896
fgrenet@yearin.com	4	Truwerupex International Corp.	Tipkilover	radiant electric	convection	1	0	0	3897
scraghead@fasehatice.com	4	Truwerupex International Corp.	Wincadamistor	electric	conventional	0	1	1	3898
lvocelka@rantouch.com	4	Truzapicar Direct Corp.	Cipdimazz		conventional	0	1	0	3899
wlouissant@streethex.com	4	Truzapicar Direct Corp.	Ciperplax	electric					3900
twenzinger@golddex.com	4	Truzapicar Direct Corp.	Infroponar	induction	convection	0	1	0	3901
rcolla@conecom.com	4	Truzapicar Direct Corp.	Lomtinex		convection	0	1	1	3902
mgehrett@bioplex.com	4	Truzapicar Direct Corp.	Thruglibentor		conventional	1	1	1	3903
dbitsuie@faxquote.com	4	Truzapicar Direct Corp.	Varsapanin	induction	conventional	1	1	0	3904
adickerson@dambase.com	4	Truzapicar Direct Corp.	Zeesipazz		convection	1	0	1	3905
emconnell@plussunin.com	4	Tupdudower	Hapwerex	gas	conventional	1	0	0	3906
awaycott@betasoloin.com	4	Tupdudower	Klidudplar	radiant electric	conventional	1	0	0	3907
ccartan@dambase.com	4	Tupdudower	Supbanantor	radiant electric	convection	1	0	0	3908
fwaycott@cancity.com	4	Tupdudower	Tipquestistor	radiant electric					3909
gisenhower@domzoom.com	4	Tupdudower	Tuprobanantor	radiant electric					3910
yloader@nam-zim.com	4	Tupdudower	Unbanover	radiant electric	conventional	1	1	1	3911
lcanlas@condax.com	4	Tupdudower	Zeedimin	radiant electric	convection	0	1	0	3912
fhoopengardner@dontechi.com	4	Tupfropantor	Endwerpistor	gas	conventional	0	1	0	3913
deroman@lexiqvolax.com	4	Tupfropantor	Hapquestover		conventional	1	0	0	3914
ssaylors@conecom.com	4	Tupfropantor	Monerex	radiant electric	convection	0	0	1	3915
chiatt@y-corporation.com	4	Tupfropantor	Parsipefan		conventional	0	0	1	3916
lfortino@zathunicon.com	4	Tupfropantor	Supquestackan		convection	1	1	0	3917
cbayless@xx-holding.com	4	Tupfropantor	Unniponower		conventional	1	1	0	3918
dmaisto@streethex.com	4	Tuppickin	Barmunaquistor		convection	1	0	1	3919
ybrideau@silis.com	4	Tuppickin	Rapwerex		conventional	0	1	1	3920
scandlish@toughzap.com	4	Tuppickin	Redudex		conventional	0	0	1	3921
rkorando@zoomit.com	4	Tuppickin	Varwerpanower		convection	1	0	1	3922
cvenere@goodsilron.com	4	Tuppickin	Wincadamistor	electric	convection	1	0	0	3923
nkohnert@yearin.com	4	Tuppickor	Haptumar		conventional	1	0	1	3924
awolny@plexzap.com	4	Tuppickor	Rapwerex		conventional	0	1	0	3925
rhusser@xx-zobam.com	4	Tupquestentor	Adrobollor		conventional	1	1	1	3926
apelkowski@konex.com	4	Tupquestentor	Hapquestover	gas	conventional	1	1	0	3927
rdhamer@statholdings.com	4	Tupquestentor	Supzapar	gas	conventional	0	0	1	3928
lkohl@fasehatice.com	4	Tuprobollicator WorldWide		induction	convection	1	1	0	3929
amaillard@zumgoity.com	4	Tuprobollicator WorldWide	Barwerpilistor	induction	conventional	1	0	0	3930
vvarriano@finhigh.com	4	Tuprobollicator WorldWide	Dopvenower	radiant electric	conventional	1	1	1	3931
anunlee@donquadtech.com	4	Tuprobollicator WorldWide	Froglibefax	radiant electric					3932
cfarrow@dambase.com	4	Tuprobollicator WorldWide	Hapsipinan		conventional	1	1	0	3933
hmcdoniel@labdrill.com	4	Tuprobollicator WorldWide	Mondudexin		conventional	0	1	1	3934
cscriven@dontechi.com	4	Tuprobollicator WorldWide	Monroban		conventional	1	0	1	3935
llawler@labdrill.com	4	Tuprobollicator WorldWide	Tupdimegantor	electric	convection	0	1	1	3936
bcousey@scotfind.com	4	Tupvenax Direct		induction					3937
lbuvens@betatech.com	4	Tupvenax Direct	Ciperplax	radiant electric					3938
sscriven@betasoloin.com	4	Tupvenax Direct	Klizapedgantor	radiant electric					3939
mnabours@finhigh.com	4	Tupvenax Direct	Monerex		convection	1	1	0	3940
sblunk@zoomit.com	4	Tupvenax Direct	Monglibepar	gas	conventional	1	0	0	3941
ylinahan@betatech.com	4	Tupvenax Direct	Qwinipamex	radiant electric					3942
abrossart@iselectrics.com	4	Tupvenax Direct	Rapvenar		conventional	1	1	0	3943
cgleich@dambase.com	4	Tupvenax Direct	Surtinover		conventional	1	0	0	3944
rsaulter@zoomit.com	4	Tupvenax Direct	Tipbanommax	radiant electric	conventional	1	0	0	3945
dcousey@toughzap.com	4	Tupvenax Direct	Tipquestistor		conventional	0	0	1	3946
dwrinkles@mathtouch.com	4	Tupvenax Direct	Trukilantor		conventional	1	1	0	3947
espickerman@opentech.com	4	Tupwerower  Company	Dopvenower	radiant electric	conventional	1	1	1	3948
fjuhas@domzoom.com	4	Tupwerower  Company	Parrobazz	radiant electric	conventional	1	1	1	3949
lshadrick@sunnamplex.com	4	Tupwerower  Company	Parrobor		convection	1	0	1	3950
ahidvegi@labdrill.com	4	Tupwerower  Company	Parsipefan		conventional	1	0	1	3951
vsturiale@dontechi.com	4	Tupwerower  Company	Surpickewentor	electric					3952
graymo@hatfan.com	4	Tupwerower  Company	Surtumanex	gas	conventional	0	0	1	3953
wvanausdal@treequote.com	4	Unbanollentor WorldWide Group	Cipzapar		conventional	0	1	0	3954
mdilliard@streethex.com	4	Unbanollentor WorldWide Group	Parrobor	induction					3955
alinahan@sumace.com	4	Unbanollentor WorldWide Group	Upsapar		convection	1	1	1	3956
lmcrae@yearin.com	4	Unjubar International Group	Kliwerommistor		conventional	1	0	0	3957
coldroyd@hatfan.com	4	Unmunilar Holdings	Qwitumar		conventional	0	0	1	3958
scartan@zencorporation.com	4	Unmunilar Holdings	Retumamentor		conventional	1	1	0	3959
eragel@finjob.com	4	Unmunilar Holdings	Supvenar	induction					3960
wsama@kinnamplus.com	4	Unmunilar Holdings	Thrurobimicator	radiant electric					3961
sdhamer@statholdings.com	4	Unmunilar Holdings	Upwerpantor	induction	conventional	0	1	0	3962
tmaisto@condax.com	4	Unnipplentor International	Grosapower	radiant electric	conventional	1	1	0	3963
twalthall@condax.com	4	Unnipplentor International	Zeedudommover	electric	convection	1	0	1	3964
yparlato@y-corporation.com	4	Unpebexower	Klitumover	gas					3965
jbrachle@bioholding.com	4	Unpebexower	Mondimaquover		conventional	1	1	0	3966
fgood@finjob.com	4	Unpebexower	Monglibepar		conventional	1	1	0	3967
tgochal@finjob.com	4	Unpebexower	Parglibover	gas	convection	1	1	1	3968
nperruzza@opentech.com	4	Unpebexower	Winrobommistor	radiant electric	conventional	1	0	1	3969
dfrerking@treequote.com	4	Unsipedover WorldWide	Adpickinazz	electric	conventional	1	0	0	3970
knievas@cancity.com	4	Unsipedover WorldWide	Qwifropimover	induction	conventional	0	1	0	3971
esayaphon@rangreen.com	4	Unsipedover WorldWide	Zeedudommover	radiant electric	conventional	1	1	1	3972
dmarrier@newex.com	4	Unwerinan Direct	Haptanupantor		convection	1	1	0	3973
kvarriano@silis.com	4	Unwerinan Direct	Kliwerommistor	induction	conventional	0	1	0	3974
fharabedian@scotfind.com	4	Unwerinan Direct	Parfropadantor		convection	0	1	1	3975
gboord@plexzap.com	4	Unwerinan Direct	Retanicator		conventional	1	1	1	3976
pmcnease@isdom.com	4	Unwerinan Direct	Supwerpover	induction					3977
lupthegrove@mathtouch.com	4	Unwerpilax Holdings Group	Fropebicator	radiant electric					3978
fmenter@iselectrics.com	4	Unwerpilax Holdings Group	Monzapazz		conventional	1	0	0	3979
ytegarden@konmatfix.com	4	Unwerpilax Holdings Group	Rebanax	electric					3980
dhoogland@lexiqvolax.com	4	Unwerpilax Holdings Group	Survenin	radiant electric	conventional	0	0	1	3981
gsilvestrini@warephase.com	4	Unwerpilax Holdings Group	Unnipackentor		convection	0	0	1	3982
fmontezuma@ron-tech.com	4	Unzapicicator Holdings			conventional	1	0	0	3983
jtheodorov@donquadtech.com	4	Unzapicicator Holdings	Endwerpistor	radiant electric	conventional	1	0	0	3984
lbaltimore@rangreen.com	4	Unzapicicator Holdings	Mondudax	electric					3985
gregusters@finjob.com	4	Unzapicicator Holdings	Suptanedgentor	radiant electric					3986
fzurcher@inity.com	4	Unzapicicator Holdings	Tupcadommistor	gas					3987
ltomasulo@cancity.com	4	Unzapicicator Holdings	Tuprobedan	electric	convection	1	1	0	3988
aasar@ganjaflex.com	4	Unzapicicator Holdings	Tupwerpimar	electric	conventional	1	0	1	3989
aschmaltz@rantouch.com	4	Upjubazz Direct Company	Emkililin		conventional	1	0	0	3990
gcoyier@opentech.com	4	Upjubazz Direct Company	Froglibefax	induction					3991
smorocco@ontomedia.com	4	Upjubazz Direct Company	Supericator	electric					3992
jhochard@golddex.com	4	Upjubazz Direct Company	Tipsapover		conventional	0	1	1	3993
ymontezuma@green-plus.com	4	Upjubazz Direct Company	Uncadax	electric					3994
achickering@warephase.com	4	Upkilex Holdings	Mondimaquover	radiant electric					3995
myglesias@treequote.com	4	Upkilex Holdings	Rewerpower	electric	conventional	0	1	0	3996
asmith@warephase.com	4	Upkilex Holdings	Tupdimantor	induction					3997
cshinko@kinnamplus.com	4	Upkilex WorldWide Group	Barwerpilistor	induction	convection	0	1	1	3998
dtjepkema@rantouch.com	4	Upkilex WorldWide Group	Dopdimanax	gas					3999
apawlowicz@labdrill.com	4	Upkilex WorldWide Group	Invenor	radiant electric	convection	1	0	1	4000
asyrop@groovestreet.com	4	Upkilex WorldWide Group	Trukilantor	induction	conventional	0	0	1	4001
lfunnell@rundofase.com	4	Upkilex WorldWide Group	Unnipackentor	induction					4002
adarakjy@stanredtax.com	4	Upquestanan  Company		radiant electric					4003
trhym@bioplex.com	4	Upquestanan  Company	Moncadistor	electric	conventional	1	0	0	4004
agleich@condax.com	4	Upquestanan  Company	Pardimedentor		convection	1	0	1	4005
jdelasancha@hatfan.com	4	Upquestanan  Company	Retanicator		convection	1	1	0	4006
cbookamer@zumgoity.com	4	Upquestanan  Company	Retumamentor		conventional	0	0	1	4007
lfern@dalttechnology.com	4	Upquestanan  Company	Tipkilower	induction	conventional	1	0	0	4008
gjayson@mathtouch.com	4	Upquestanan  Company	Tipquestistor		conventional	1	0	0	4009
emeteer@scottech.com	4	Upquestanan  Company	Varrobeficator	gas					4010
gbowley@sunnamplex.com	4	Upquestanan  Company	Windimower	radiant electric	conventional	1	0	1	4011
tpaprocki@doncon.com	4	Upquestanan  Company	Zeedimin	radiant electric	conventional	1	1	1	4012
ebowley@year-job.com	4	Uprobar	Lompeban		conventional	1	0	0	4013
lkitty@plusstrip.com	4	Uprobar	Tupdimantor		convection	1	0	0	4014
glindall@openlane.com	4	Uprobar	Tuphupamin	induction	conventional	1	0	1	4015
kmiro@blackzim.com	4	Uprobar	Winjubexentor	gas					4016
ilatzke@golddex.com	4	Uprobar	Winsipexex	radiant electric	conventional	0	1	1	4017
mmodzelewski@stanredtax.com	4	Uprobax International Group			convection	1	0	0	4018
jkarpin@hottechi.com	4	Uprobax International Group	Dopbanentor	gas	conventional	1	0	1	4019
qsuell@rantouch.com	4	Uprobax International Group	Retumamentor		convection	0	1	1	4020
alimmel@ron-tech.com	4	Uprobax International Group	Tipkilower	gas	conventional	1	1	0	4021
dwieser@funholding.com	4	Uprobax International Group	Truzapican		conventional	0	1	0	4022
mkardas@condax.com	4	Uptanistor WorldWide Company	Invenor		conventional	1	1	0	4023
lswayze@golddex.com	4	Uptanistor WorldWide Company	Monerex	induction	convection	0	1	1	4024
skardas@fasehatice.com	4	Uptanistor WorldWide Company	Rapdimepax		convection	1	1	0	4025
snunlee@funholding.com	4	Uptanistor WorldWide Company	Redudackar	induction					4026
lryser@faxquote.com	4	Uptanistor WorldWide Company	Surzapegax		convection	1	1	1	4027
hryser@statholdings.com	4	Uptanistor WorldWide Company	Trujubex	electric	conventional	0	0	1	4028
mmatuszak@toughzap.com	4	Uptumin International Inc	Barkilistor	induction	convection	1	1	1	4029
dschmierer@sumace.com	4	Uptumin International Inc	Supdimonentor	radiant electric					4030
bstrassner@scotfind.com	4	Uptumin International Inc	Trujubex		conventional	1	1	0	4031
mmaynerich@conecom.com	4	Uptumin International Inc	Uncadax		convection	0	1	1	4032
tjulia@golddex.com	4	Uptumin International Inc	Upsapedover		conventional	0	0	1	4033
lhanafan@hatfan.com	4	Uptumin International Inc	Varhupan	induction	conventional	1	1	0	4034
mlipkin@green-plus.com	4	Upweror WorldWide Corp.	Ciperimar		conventional	1	0	1	4035
vchaffins@doncon.com	4	Upweror WorldWide Corp.	Gromunplover	electric					4036
lfunnell@ontomedia.com	4	Upweror WorldWide Corp.	Intinower		conventional	0	1	1	4037
ariopelle@stanredtax.com	4	Upweror WorldWide Corp.	Moncadistor	electric	conventional	0	1	1	4038
bpalaspas@conecom.com	4	Upweror WorldWide Corp.	Mondudexin	electric	conventional	1	1	0	4039
kwenzinger@silis.com	4	Upweror WorldWide Corp.	Surtinover	induction	conventional	1	0	1	4040
ilungren@groovestreet.com	4	Upweror WorldWide Corp.	Thrusapentor	electric	convection	1	1	1	4041
tgotter@toughzap.com	4	Upweror WorldWide Corp.	Tupcadommistor	electric					4042
ebutzen@silis.com	4	Upweror WorldWide Corp.	Tupdimantor	induction					4043
racuff@cancity.com	4	Varbanonicator	Monkilax		conventional	1	0	0	4044
lchesterfield@rangreen.com	4	Varbanonicator	Supdimonentor	induction	conventional	0	0	1	4045
sfigeroa@opentech.com	4	Varbanonicator	Tipkilower		conventional	0	0	1	4046
alungren@cancity.com	4	Varbanonicator	Tuphupamin	induction	conventional	1	0	0	4047
jlietz@newex.com	4	Varbanonicator	Upsapedover	gas					4048
rgabisi@y-corporation.com	4	Varbanonicator	Wintinewin	radiant electric	conventional	1	1	1	4049
jtawil@rantouch.com	4	Varbanonicator	Winweregicator		conventional	1	1	1	4050
cmirafuentes@isdom.com	4	Varcadilax Direct	Adpickinazz	induction	conventional	0	0	1	4051
crauser@donware.com	4	Varcadilax Direct	Dopbanentor	gas					4052
adegonia@labdrill.com	4	Varcadilax Direct	Rapdudin		conventional	1	0	0	4053
rcookey@silis.com	4	Varcadilax Direct	Rapwerex		conventional	1	0	0	4054
tbaltimore@stanredtax.com	4	Varcadilax Direct	Supvenefazz	radiant electric	conventional	1	1	1	4055
vmaisto@streethex.com	4	Varerefin WorldWide	Froglibefax	induction	convection	0	1	0	4056
eklonowski@sunnamplex.com	4	Varerefin WorldWide	Intinower	induction	conventional	0	0	1	4057
wglick@xx-holding.com	4	Varerefin WorldWide	Partinover	gas	conventional	1	1	1	4058
hharabedian@dambase.com	4	Varerefin WorldWide	Surzapegax	radiant electric	convection	0	1	1	4059
nsamu@zotware.com	4	Varerefin WorldWide	Truzapican		conventional	1	1	1	4060
srhymes@stanredtax.com	4	Varerefin WorldWide	Unnipackentor	induction					4061
kshire@betasoloin.com	4	Varerefin WorldWide	Unsapex		conventional	0	0	1	4062
araymo@konex.com	4	Varfropanax Holdings Corp.	Dopvenower	induction					4063
gfigeroa@zencorporation.com	4	Varfropanax Holdings Corp.	Monbanicator	gas	convection	0	1	0	4064
yjillson@cancity.com	4	Varfropanax Holdings Corp.	Montinefazz	gas					4065
bgreenbush@faxquote.com	4	Varfropanax Holdings Corp.	Revenollan	induction	conventional	0	1	0	4066
vplumer@rundofase.com	4	Varfropanax Holdings Corp.	Surpickex		conventional	1	0	0	4067
bdarakjy@cancity.com	4	Varfropanax Holdings Corp.	Tipkilower	radiant electric	conventional	0	1	1	4068
nmaile@stanredtax.com	4	Varfropanax Holdings Corp.	Varglibin	radiant electric	conventional	0	1	0	4069
dmoyd@plusstrip.com	4	Varfropanax Holdings Corp.	Varrobeficator	electric	convection	0	1	0	4070
dwitten@treequote.com	4	Varfropanax Holdings Corp.	Winjubexentor	gas	conventional	0	0	1	4071
cthreets@sumace.com	4	Varnipantor Holdings	Adtanazz	radiant electric					4072
rkorando@codehow.com	4	Varnipantor Holdings	Lomerplantor		conventional	1	1	1	4073
kgrenet@statholdings.com	4	Varnipantor Holdings	Unbanover		conventional	1	0	0	4074
jweirather@year-job.com	4	Varnipantor Holdings	Winsipexex	gas	convection	0	1	0	4075
lgato@condax.com	4	Varpebewicator Direct	Haphupexistor		convection	1	0	1	4076
aslayton@isdom.com	4	Varpebewicator Direct	Monbanicator	induction					4077
rsuell@singletechno.com	4	Varpebewicator Direct	Monerex	gas	conventional	1	1	0	4078
dmunns@lexiqvolax.com	4	Varquestentor Direct	Enddimax		conventional	1	1	0	4079
amaile@rangreen.com	4	Varquestentor Direct	Thrusapentor		conventional	0	1	1	4080
edaufeldt@konex.com	4	Varquestentor Direct	Upwerpantor	gas	convection	1	1	1	4081
swalthall@scottech.com	4	Vartanicator  Group	Invenor	gas	convection	0	1	1	4082
kkardas@kinnamplus.com	4	Vartanicator  Group	Lompeban	gas					4083
jyaw@ontomedia.com	4	Vartanicator  Group	Lomtinex	gas					4084
ttimenez@betatech.com	4	Vartanicator  Group	Retumamentor	electric	convection	1	0	0	4085
tkarpin@streethex.com	4	Vartanicator  Group	Tipbanommax	electric					4086
skulzer@toughzap.com	4	Vartanicator  Group	Tipsapover	radiant electric	conventional	1	0	0	4087
agoldammer@zathunicon.com	4	Vartanicator  Group	Zeesipicator		conventional	0	1	1	4088
pdiestel@scotfind.com	4	Varwerin International Corp.	Barmunaquistor	induction	conventional	0	1	0	4089
agehrett@golddex.com	4	Varwerpewax Holdings	Adkilor	radiant electric	conventional	1	1	0	4090
opinilla@conecom.com	4	Varwerpewax Holdings	Frorobistor	induction	conventional	1	0	0	4091
kmatuszak@rantouch.com	4	Varwerpewax Holdings	Hapzapistor		convection	1	0	1	4092
nkippley@gogozoom.com	4	Varwerpewax Holdings	Moncadistor	radiant electric	conventional	1	0	0	4093
tscriven@xx-holding.com	4	Varwerpewax Holdings	Monsipommistor		convection	0	1	1	4094
darias@zathunicon.com	4	Varwerpewax Holdings	Winweregicator	gas	convection	0	1	1	4095
mhellickson@hatfan.com	4	Winglibower  Company	Adpebeficator	radiant electric	conventional	0	1	0	4096
jtimenez@konmatfix.com	4	Winglibower  Company	Barweramantor	electric					4097
tflosi@betatech.com	4	Winglibower  Company	Rejubefistor		conventional	1	1	1	4098
kvocelka@mathtouch.com	4	Winglibower  Company	Supwerpover	gas	convection	1	1	0	4099
ehoffis@zumgoity.com	4	Winglibower  Company	Survenin	gas					4100
yeroman@gogozoom.com	4	Winglibower  Company	Zeedimower	induction	conventional	1	1	1	4101
rmenter@mathtouch.com	4	Winquestonin Direct Group	Barwerpilistor	gas	conventional	1	0	0	4102
jdiscipio@openlane.com	4	Winquestonin Direct Group	Cipdimazz	induction					4103
jkitty@zathunicon.com	4	Winquestonin Direct Group	Tuprobanantor	radiant electric					4104
mmclaird@zoomit.com	4	Winquestonin Direct Group	Upglibicator	radiant electric	conventional	0	1	1	4105
ewitten@dambase.com	4	Winquestonin Direct Group	Varglibin	electric					4106
wfortino@zotware.com	4	Winquestonin Direct Group	Wintanax	gas	conventional	0	1	1	4107
therritt@zumgoity.com	4	Winquestonin Direct Group	Zeedimower	radiant electric	conventional	0	1	1	4108
schaffins@plussunin.com	4	Winrobonover International		gas	convection	0	0	1	4109
bfrey@treequote.com	4	Winrobonover International	Emsipackex	gas	conventional	0	1	1	4110
dmoyd@yearin.com	4	Winrobonover International	Endzapinicator		conventional	0	1	1	4111
jhalter@cancity.com	4	Winrobonover International	Lomnipanower		conventional	1	1	1	4112
bboulter@konex.com	4	Winrobonover International	Rapsipower	radiant electric	convection	0	0	1	4113
gtheodorov@funholding.com	4	Winrobonover International	Suptanedgentor	radiant electric					4114
vweight@sumace.com	4	Winrobonover International	Surpickex	gas					4115
afortino@scottech.com	4	Winrobonover International	Varwerpanower	radiant electric	conventional	1	1	0	4116
azagen@plexzap.com	4	Winrobupex WorldWide	Rejubefistor	gas	convection	1	1	1	4117
maquas@finhigh.com	4	Winrobupex WorldWide	Supfropantor	induction	conventional	1	1	1	4118
gbrideau@lexiqvolax.com	4	Winrobupex WorldWide	Upbanazz	gas	conventional	0	1	1	4119
bhudnall@dalttechnology.com	4	Winsipexar WorldWide	Lomnipanower	radiant electric	convection	1	0	1	4120
aonofrio@faxquote.com	4	Winsipexar WorldWide	Parrobazz	radiant electric	conventional	1	1	1	4121
csmith@betatech.com	4	Winsipexar WorldWide	Qwifropilistor	induction					4122
jbruschke@faxquote.com	4	Winsipexar WorldWide	Qwinipamex	radiant electric	conventional	0	0	1	4123
famigon@codehow.com	4	Winsipexar WorldWide	Survenin		convection	0	0	1	4124
vfallick@doncon.com	4	Winsipexar WorldWide	Tipkilower		conventional	0	0	1	4125
qregusters@plussunin.com	4	Winsipexar WorldWide	Tupdimegantor	electric					4126
nbuemi@doncon.com	4	Winsipexar WorldWide	Upwerpantor	gas	conventional	1	0	1	4127
eradde@blackzim.com	4	Wintumower	Barkilistor	induction	conventional	1	0	1	4128
csaras@goodsilron.com	4	Wintumower	Qwifropimover		conventional	1	0	0	4129
lfillingim@doncon.com	4	Wintumower	Wintanax		conventional	0	0	1	4130
mmonarrez@condax.com	4	Winvenonar International	Emweronar	gas					4131
druta@doncon.com	4	Winvenonar International	Enddimax	induction	conventional	0	1	1	4132
bchui@groovestreet.com	4	Winvenonar International	Invenor		conventional	1	0	0	4133
lkulzer@rundofase.com	4	Winvenonar International	Redudackar		convection	1	1	1	4134
dfillingim@condax.com	4	Winvenonar International	Tipquestistor	electric	conventional	1	1	0	4135
vpelkowski@stanredtax.com	4	Winwerpazz Direct	Rewerpower		convection	0	1	1	4136
shoopengardner@faxquote.com	4	Winwerpazz Direct	Thrumunonax	gas					4137
hbrossart@kinnamplus.com	4	Winwerpazz Direct	Tipquestistor		conventional	1	0	0	4138
mmonarrez@statholdings.com	4	Winwerpazz Direct	Tipquestistor		conventional	0	1	1	4139
jmerced@opentech.com	4	Zeeglibadar Holdings Corp.		gas					4140
tbuemi@scottech.com	4	Zeeglibadar Holdings Corp.		electric	convection	1	0	1	4141
jhauenstein@gogozoom.com	4	Zeeglibadar Holdings Corp.	Enddimax	induction					4142
csama@dalttechnology.com	4	Zeeglibadar Holdings Corp.	Tuphupamin	induction					4143
hkampa@rangreen.com	4	Zeeglibadar Holdings Corp.	Upglibicator	radiant electric					4144
