household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	oven_type	gas	electric	microwave
agoldammer@zathunicon.com	4	Vartanicator  Group	Zeesipicator		conventional	0	1	1
pdiestel@scotfind.com	4	Varwerin International Corp.	Barmunaquistor	induction	conventional	0	1	0
agehrett@golddex.com	4	Varwerpewax Holdings	Adkilor	radiant electric	conventional	1	1	0
opinilla@conecom.com	4	Varwerpewax Holdings	Frorobistor	induction	conventional	1	0	0
kmatuszak@rantouch.com	4	Varwerpewax Holdings	Hapzapistor		convection	1	0	1
nkippley@gogozoom.com	4	Varwerpewax Holdings	Moncadistor	radiant electric	conventional	1	0	0
tscriven@xx-holding.com	4	Varwerpewax Holdings	Monsipommistor		convection	0	1	1
darias@zathunicon.com	4	Varwerpewax Holdings	Winweregicator	gas	convection	0	1	1
mhellickson@hatfan.com	4	Winglibower  Company	Adpebeficator	radiant electric	conventional	0	1	0
jtimenez@konmatfix.com	4	Winglibower  Company	Barweramantor	electric				
tflosi@betatech.com	4	Winglibower  Company	Rejubefistor		conventional	1	1	1
kvocelka@mathtouch.com	4	Winglibower  Company	Supwerpover	gas	convection	1	1	0
ehoffis@zumgoity.com	4	Winglibower  Company	Survenin	gas				
yeroman@gogozoom.com	4	Winglibower  Company	Zeedimower	induction	conventional	1	1	1
rmenter@mathtouch.com	4	Winquestonin Direct Group	Barwerpilistor	gas	conventional	1	0	0
jdiscipio@openlane.com	4	Winquestonin Direct Group	Cipdimazz	induction				
jkitty@zathunicon.com	4	Winquestonin Direct Group	Tuprobanantor	radiant electric				
mmclaird@zoomit.com	4	Winquestonin Direct Group	Upglibicator	radiant electric	conventional	0	1	1
ewitten@dambase.com	4	Winquestonin Direct Group	Varglibin	electric				
wfortino@zotware.com	4	Winquestonin Direct Group	Wintanax	gas	conventional	0	1	1
therritt@zumgoity.com	4	Winquestonin Direct Group	Zeedimower	radiant electric	conventional	0	1	1
schaffins@plussunin.com	4	Winrobonover International		gas	convection	0	0	1
bfrey@treequote.com	4	Winrobonover International	Emsipackex	gas	conventional	0	1	1
dmoyd@yearin.com	4	Winrobonover International	Endzapinicator		conventional	0	1	1
jhalter@cancity.com	4	Winrobonover International	Lomnipanower		conventional	1	1	1
bboulter@konex.com	4	Winrobonover International	Rapsipower	radiant electric	convection	0	0	1
gtheodorov@funholding.com	4	Winrobonover International	Suptanedgentor	radiant electric				
vweight@sumace.com	4	Winrobonover International	Surpickex	gas				
afortino@scottech.com	4	Winrobonover International	Varwerpanower	radiant electric	conventional	1	1	0
azagen@plexzap.com	4	Winrobupex WorldWide	Rejubefistor	gas	convection	1	1	1
maquas@finhigh.com	4	Winrobupex WorldWide	Supfropantor	induction	conventional	1	1	1
gbrideau@lexiqvolax.com	4	Winrobupex WorldWide	Upbanazz	gas	conventional	0	1	1
bhudnall@dalttechnology.com	4	Winsipexar WorldWide	Lomnipanower	radiant electric	convection	1	0	1
aonofrio@faxquote.com	4	Winsipexar WorldWide	Parrobazz	radiant electric	conventional	1	1	1
csmith@betatech.com	4	Winsipexar WorldWide	Qwifropilistor	induction				
jbruschke@faxquote.com	4	Winsipexar WorldWide	Qwinipamex	radiant electric	conventional	0	0	1
famigon@codehow.com	4	Winsipexar WorldWide	Survenin		convection	0	0	1
vfallick@doncon.com	4	Winsipexar WorldWide	Tipkilower		conventional	0	0	1
qregusters@plussunin.com	4	Winsipexar WorldWide	Tupdimegantor	electric				
nbuemi@doncon.com	4	Winsipexar WorldWide	Upwerpantor	gas	conventional	1	0	1
eradde@blackzim.com	4	Wintumower	Barkilistor	induction	conventional	1	0	1
csaras@goodsilron.com	4	Wintumower	Qwifropimover		conventional	1	0	0
lfillingim@doncon.com	4	Wintumower	Wintanax		conventional	0	0	1
mmonarrez@condax.com	4	Winvenonar International	Emweronar	gas				
druta@doncon.com	4	Winvenonar International	Enddimax	induction	conventional	0	1	1
bchui@groovestreet.com	4	Winvenonar International	Invenor		conventional	1	0	0
lkulzer@rundofase.com	4	Winvenonar International	Redudackar		convection	1	1	1
dfillingim@condax.com	4	Winvenonar International	Tipquestistor	electric	conventional	1	1	0
vpelkowski@stanredtax.com	4	Winwerpazz Direct	Rewerpower		convection	0	1	1
shoopengardner@faxquote.com	4	Winwerpazz Direct	Thrumunonax	gas				
hbrossart@kinnamplus.com	4	Winwerpazz Direct	Tipquestistor		conventional	1	0	0
mmonarrez@statholdings.com	4	Winwerpazz Direct	Tipquestistor		conventional	0	1	1
jmerced@opentech.com	4	Zeeglibadar Holdings Corp.		gas				
tbuemi@scottech.com	4	Zeeglibadar Holdings Corp.		electric	convection	1	0	1
jhauenstein@gogozoom.com	4	Zeeglibadar Holdings Corp.	Enddimax	induction				
csama@dalttechnology.com	4	Zeeglibadar Holdings Corp.	Tuphupamin	induction				
hkampa@rangreen.com	4	Zeeglibadar Holdings Corp.	Upglibicator	radiant electric				
llindall@finhigh.com	4	Zeeglibadar Holdings Corp.	Winsipexex	induction	conventional	0	1	0
sbreland@xx-zobam.com	4	Zeeglibadar Holdings Corp.	Zeesipicator	electric	convection	1	0	1
eperez@sunnamplex.com	4	Zeemunilover Holdings Group			convection	1	1	0
fgiguere@kinnamplus.com	4	Zeemunilover Holdings Group			conventional	1	1	0
rtillotson@toughzap.com	4	Zeemunilover Holdings Group	Unniponower		conventional	1	1	0
clawler@hatfan.com	4	Zeemunilover Holdings Group	Varsapanin	electric	conventional	1	1	0
jwaycott@betatech.com	4	Zeemuninower WorldWide	Barweramantor	induction				
lbolognia@funholding.com	4	Zeemuninower WorldWide	Cipzapar	gas				
lshields@golddex.com	4	Zeemuninower WorldWide	Retanicator	induction	conventional	0	0	1
dchaffins@condax.com	4	Zeemuninower WorldWide	Thrumunonax	radiant electric				
mdegroot@rundofase.com	4	Zeemuninower WorldWide	Upsapimor	induction				
smclaird@zathunicon.com	4	Zeemuninower WorldWide	Wintinewin		conventional	1	0	0
vlawler@ron-tech.com	4	Zeenipantor  Inc	Surtinover		conventional	0	1	1
jangalich@scotfind.com	4	Zeenipantor  Inc	Thrunipaquentor		convection	0	0	1
cmorasca@goodsilron.com	4	Zeetinexower International		induction	conventional	0	1	0
tmaile@doncon.com	4	Zeetinexower International	Monzapazz		convection	1	0	1
tdubaldi@green-plus.com	4	Zeetinexower International	Surzapegax	induction	conventional	1	1	1
kgotter@lexiqvolax.com	4	Zeetinexower International	Tipkilower		conventional	0	1	1
omeisel@j-texon.com	4	Zeevenefazz Direct	Frovenazz	electric				
ctomblin@rantouch.com	4	Zeevenefazz Direct	Klitanicator	induction	conventional	0	1	1
sragel@lexiqvolax.com	4	Zeevenefazz Direct	Supfropantor		conventional	0	1	1
afarrow@codehow.com	4	Zeevenefazz Direct	Truzapican	radiant electric	conventional	1	0	1
rgarufi@betatech.com	4	Zeevenefazz Direct	Tuphupamin		conventional	1	1	0
tstockham@iselectrics.com	4	Zeevenefazz Direct	Tuphupamin	electric	convection	0	1	1
lhoffis@rantouch.com	4	Zeevenefazz Direct	Zeesipicator		conventional	1	0	1
jberray@openlane.com	5	Adjubilex Holdings Corp.	Endzapinicator		conventional	0	1	1
dfillingim@plexzap.com	5	Adjubilex Holdings Corp.	Surzapegax	induction				
bsaulter@labdrill.com	5	Adkililar Holdings Company	Klizapedgantor		conventional	1	0	0
dgalam@treequote.com	5	Adkililar Holdings Company	Rebanax	electric				
lwildfong@isdom.com	5	Adkililar Holdings Company	Redudex	gas	convection	0	1	1
llother@opentech.com	5	Adkililar Holdings Company	Supbanantor	induction	conventional	0	0	1
vcoody@labdrill.com	5	Adkililar Holdings Company	Supericator		conventional	0	1	1
chalsey@conecom.com	5	Adkililar Holdings Company	Upsapar	gas	conventional	0	1	0
bbartolet@treequote.com	5	Adkililar Holdings Company	Varwerpanower	induction	convection	0	1	1
ahanafan@zumgoity.com	5	Adkililar Holdings Company	Winweregicator	gas				
wsaras@groovestreet.com	5	Adpickegentor Holdings	Emkililin		conventional	1	1	0
cauber@xx-zobam.com	5	Adpickegentor Holdings	Haptanupantor		convection	1	0	1
msturiale@scotfind.com	5	Adpickegentor Holdings	Supdimopin	gas				
abrossart@year-job.com	5	Adpickegentor Holdings	Thrurobimicator	radiant electric				
sskulski@newex.com	5	Adpickover International		gas				
jyglesias@zathunicon.com	5	Adpickover International	Fropebicator	induction	conventional	1	0	1
croyster@hottechi.com	5	Adpickover International	Rapvenar		conventional	0	0	1
vstimmel@bioplex.com	5	Adpickover International	Unnipackentor	radiant electric	conventional	0	0	1
azepp@betasoloin.com	5	Adtumegax	Cipzapar		conventional	1	0	1
swide@warephase.com	5	Adtumegax	Froglibefax	induction	convection	1	0	1
bvanausdal@finhigh.com	5	Adtumegax	Rebanax	gas	conventional	1	1	1
pkannady@sumace.com	5	Adtumegax	Supbanantor		conventional	0	0	1
bogg@openlane.com	5	Adtumegax	Varrobin	electric				
mbenimadho@xx-holding.com	5	Adtumegax	Winwerpan	induction	conventional	0	1	1
tbrucato@groovestreet.com	5	Adwerower International Inc	Barkilentor	electric				
rbreland@zathunicon.com	5	Adwerower International Inc	Invenor	induction				
lmatuszak@lexiqvolax.com	5	Adwerponantor  Inc	Hapzapistor	gas	conventional	1	0	0
sknipp@scottech.com	5	Adwerponantor  Inc	Parglibover		convection	0	1	1
jgudroe@inity.com	5	Adwerponantor  Inc	Thruglibentor		convection	1	1	1
choffis@faxquote.com	5	Adwerponantor  Inc	Trutumover	gas	convection	0	1	0
mluczki@warephase.com	5	Barmunar WorldWide		gas	convection	0	1	1
klouissant@finjob.com	5	Barmunar WorldWide	Adrobollor		convection	0	1	1
jrodeigues@scottech.com	5	Barmunar WorldWide	Barkilistor		conventional	0	0	1
alawler@bioholding.com	5	Barmunar WorldWide	Haptumar	radiant electric	conventional	1	0	0
gyum@rangreen.com	5	Barmunar WorldWide	Lomnipanower		conventional	1	0	1
dmondella@sumace.com	5	Barmunar WorldWide	Thrurobimicator		conventional	0	1	0
ainouye@rangreen.com	5	Barmunar WorldWide	Unniponower	radiant electric				
dscipione@bioplex.com	5	Barmunar WorldWide	Varglibin	induction	conventional	1	0	0
dfeichtner@ron-tech.com	5	Barmunar WorldWide	Varwerpanower		conventional	1	1	1
cskursky@scottech.com	5	Barmunar WorldWide	Zeesipicator		conventional	0	1	0
ggood@rundofase.com	5	Barnipentor	Enddimax	gas	conventional	1	0	0
jhalter@plusstrip.com	5	Barnipentor	Monzapazz		conventional	1	0	0
cleinenbach@rantouch.com	5	Barnipentor	Redudex	gas				
vonofrio@hottechi.com	5	Barnipentor	Tuppebopentor	gas				
wsyrop@condax.com	5	Barpickover International	Adfropax	gas				
ezurcher@funholding.com	5	Barpickover International	Klizapedgantor	radiant electric	convection	1	0	1
dhoogland@lexiqvolax.com	5	Barpickover International	Lomnipanower		conventional	0	0	1
cwenzinger@finhigh.com	5	Barpickover International	Monerex		conventional	0	0	1
aliukko@zencorporation.com	5	Barpickover International	Parquestar	gas	conventional	0	1	1
kdhamer@green-plus.com	5	Barpickover International	Rapglibex		conventional	1	0	1
mstuer@hatfan.com	5	Barpickover International	Tipquestistor	induction	conventional	0	1	1
pcloney@betatech.com	5	Barrobax	Partinicantor		convection	1	1	0
gdinos@mathtouch.com	5	Barrobax	Supdimopin		conventional	1	0	0
awide@zoomit.com	5	Barrobax	Wincadamistor	induction				
vmaile@nam-zim.com	5	Barsipicator WorldWide	Doptumadower		conventional	0	1	1
sfunnell@conecom.com	5	Barsipicator WorldWide	Parhupar	gas				
scousey@openlane.com	5	Barsipicator WorldWide	Rapvenar	radiant electric				
cpoquette@zotware.com	5	Barsipicator WorldWide	Supfropantor	induction	convection	0	1	0
dhochard@finjob.com	5	Barsipicator WorldWide	Supvenar		conventional	1	0	1
kchui@rantouch.com	5	Bartinanor	Endcadazz	radiant electric				
amugnolo@bioplex.com	5	Bartinanor	Qwitumewar		conventional	0	1	0
cbirkner@donware.com	5	Bartinanor	Supfropantor	electric	conventional	1	1	1
vwhobrey@domzoom.com	5	Bartinanor	Tipbanommax	radiant electric	conventional	0	1	1
lmaillard@condax.com	5	Bartumopover Direct Inc	Hapquestover	gas				
rhoa@dontechi.com	5	Bartumopover Direct Inc	Rapdudin		convection	0	1	1
slouissant@domzoom.com	5	Bartumopover Direct Inc	Rapglibex	radiant electric	conventional	1	1	1
bbrachle@funholding.com	5	Bartumopover Direct Inc	Supericator		conventional	1	1	1
emugnolo@doncon.com	5	Bartumopover Direct Inc	Varwerpanower	gas	conventional	1	1	0
mhughey@rundofase.com	5	Barvenackax Direct Company			convection	1	0	0
ngesick@zathunicon.com	5	Barvenackax Direct Company	Retanicator		conventional	1	1	1
azagen@plexzap.com	5	Barvenackax Direct Company	Thruglibentor	radiant electric				
mchesterfield@lexiqvolax.com	5	Barvenackax Direct Company	Trukilantor		conventional	1	0	0
tkarpin@streethex.com	5	Barvenackax Direct Company	Unbanover		conventional	0	0	1
alinahan@sumace.com	5	Barvenackax Direct Company	Varglibin		conventional	1	0	1
dhughey@sunnamplex.com	5	Barvenadower Holdings	Parjubollor	induction				
cdemesa@openlane.com	5	Barvenadower Holdings	Qwifropilistor	induction	conventional	1	1	0
gperez@scotfind.com	5	Barvenadower Holdings	Surpickex	radiant electric	convection	1	0	1
ilatzke@golddex.com	5	Cipbanower Direct Company	Dopbanentor	radiant electric	conventional	0	0	1
carias@iselectrics.com	5	Cipbanower Direct Company	Fropebicator	induction				
rvenere@funholding.com	5	Cipbanower Direct Company	Hapnipexower		conventional	1	0	0
llukasik@rantouch.com	5	Cipbanower Direct Company	Thrusapentor		convection	0	1	0
tstockham@iselectrics.com	5	Cipbanower Direct Company	Tipkilover	gas				
mcronauer@konex.com	5	Cipbanower Direct Company	Tuppebopentor	electric				
mdegonia@lexiqvolax.com	5	Cipbanower Direct Company	Unniponower	gas				
lbolognia@hatfan.com	5	Ciperepazz Direct Inc	Adpickinazz	induction				
roldroyd@plusstrip.com	5	Ciperepazz Direct Inc	Ciperplax	electric	conventional	0	1	0
ckarpel@scotfind.com	5	Ciperepazz Direct Inc	Mondudax	electric				
wankeny@gogozoom.com	5	Ciperepazz Direct Inc	Wintanax		convection	0	1	1
tmcdoniel@xx-zobam.com	5	Cipmunonover Holdings	Endzapinicator	electric				
lstorment@goodsilron.com	5	Dopdimaquor Holdings Company	Adfropax	gas				
bcaiafa@green-plus.com	5	Dopdimaquor Holdings Company	Adpickinazz		convection	0	1	0
cmorasca@groovestreet.com	5	Dopdimaquor Holdings Company	Rehupopover	gas				
enicka@scottech.com	5	Dopjubupicator	Cipdimazz		conventional	1	1	1
ehaufler@sumace.com	5	Dopjubupicator	Lompeban	induction				
bmirafuentes@fasehatice.com	5	Dopjubupicator	Moncadistor		conventional	1	1	0
erodeigues@opentech.com	5	Dopjubupicator	Partinicantor		convection	1	0	1
tyori@bioplex.com	5	Dopkilaquazz  Group	Adpebeficator	radiant electric	conventional	1	1	1
cmyricks@bioplex.com	5	Dopkilaquazz  Group	Supwerpover	gas	conventional	1	1	1
reroman@doncon.com	5	Dopkilaquazz  Group	Supwerpover	gas	conventional	0	1	1
kbuemi@toughzap.com	5	Dopkilaquazz  Group	Truzapican	radiant electric				
mvinning@opentech.com	5	Dopkilaquazz  Group	Varglibin		conventional	1	1	1
tfrankel@rantouch.com	5	Dopkilaquazz  Group	Wintanax	gas	conventional	0	0	1
bcookey@nam-zim.com	5	Dopnipaquistor	Barkilentor	electric	conventional	1	0	1
bostolaza@sunnamplex.com	5	Dopnipaquistor	Ciperplax		conventional	1	0	0
dmelnyk@zotware.com	5	Dopnipaquistor	Emdudonan	induction				
abarfield@rangreen.com	5	Dopnipaquistor	Froglibefax	induction	conventional	1	1	1
zshealy@groovestreet.com	5	Dopnipaquistor	Klizapedgantor	radiant electric				
lsemidey@xx-holding.com	5	Dopnipaquistor	Lomrobax		conventional	0	1	0
ytolfree@ron-tech.com	5	Dopnipaquistor	Lomrobax	induction	conventional	1	1	1
czane@zoomit.com	5	Dopnipaquistor	Mondimewan		conventional	0	1	0
ainouye@golddex.com	5	Dopnipaquistor	Tipkilover	electric	conventional	0	1	1
elietz@plusstrip.com	5	Dopnipaquistor	Upbanazz	radiant electric				
hturinetti@silis.com	5	Dopnipaquistor	Winsipexex	gas				
fjurney@ontomedia.com	5	Dopquestan WorldWide	Qwifropimover	radiant electric	conventional	0	1	0
jlimmel@groovestreet.com	5	Dopquestan WorldWide	Surtinover		convection	0	0	1
shamilton@plusstrip.com	5	Dopsipegentor Direct	Barmunaquistor		conventional	1	0	1
ahusser@sonron.com	5	Dopsipegentor Direct	Trukilantor	electric	conventional	1	1	1
ebriddick@hatfan.com	5	Doptaninin Holdings Inc	Adtanazz		conventional	0	1	0
bfrey@treequote.com	5	Doptaninin Holdings Inc	Mondimewan		conventional	0	1	0
hdrymon@codehow.com	5	Doptaninin Holdings Inc	Parhupar	electric				
dkaniecki@plusstrip.com	5	Doptaninin Holdings Inc	Surtinover	electric	convection	1	1	0
jrowling@newex.com	5	Doptaninin Holdings Inc	Tipsapover	gas	convection	1	1	0
mkohnert@xx-holding.com	5	Doptaninin Holdings Inc	Tipwerpin		conventional	1	0	1
awalthall@zotware.com	5	Doptanonantor WorldWide	Enddimax		conventional	1	0	1
jkusko@finjob.com	5	Doptanonantor WorldWide	Intinower	induction	conventional	1	1	1
bchaffins@sumace.com	5	Doptanonantor WorldWide	Mondudax	induction				
lstorment@konex.com	5	Doptanonantor WorldWide	Suptanedgentor	electric	conventional	0	1	0
bwide@zumgoity.com	5	Doptanonantor WorldWide	Winjubexentor	electric	convection	0	1	1
eeroman@ron-tech.com	5	Dopvenonazz WorldWide	Adpebeficator	radiant electric				
ffrerking@groovestreet.com	5	Dopvenonazz WorldWide	Dopbanentor	radiant electric	convection	1	0	1
mnicolozakes@warephase.com	5	Dopvenonazz WorldWide	Rapglibex	radiant electric	conventional	1	1	1
tvarriano@statholdings.com	5	Dopvenonazz WorldWide	Tipkilower		conventional	1	0	0
cleto@finjob.com	5	Dopvenonazz WorldWide	Tuprobanantor	gas				
jleto@scotfind.com	5	Dopvenonazz WorldWide	Upmunantor		conventional	1	1	0
khoa@lexiqvolax.com	5	Dopvenonazz WorldWide	Upsapedover		conventional	1	0	1
bankeny@ron-tech.com	5	Dopvenonazz WorldWide	Wintanax	gas	conventional	1	1	0
lbourbon@scottech.com	5	Dopvenonazz WorldWide	Wintanax	induction				
dchavous@konex.com	5	Embanicower Holdings	Hapsipinan	gas	conventional	1	0	0
jwieser@codehow.com	5	Embanicower Holdings	Supdimonentor	electric				
roles@conecom.com	5	Embanicower Holdings	Tupdimegantor		conventional	1	1	0
kleto@bioholding.com	5	Empickadin	Adtanazz	gas				
ccallaro@zencorporation.com	5	Empickadin	Endwerpinicator		conventional	0	1	1
atollner@xx-zobam.com	5	Empickadin	Monerex		conventional	0	0	1
scaudy@silis.com	5	Empickadin	Qwifropimover	radiant electric	conventional	1	1	1
mheimann@streethex.com	5	Empickadin	Rapsipower		conventional	1	1	0
gmartabano@openlane.com	5	Empickadin	Tupwerpimar	gas				
bpedrozo@finhigh.com	5	Empickadin	Varsapanin		conventional	1	0	0
harias@groovestreet.com	5	Empickadin	Zeedimin		conventional	1	0	0
hflister@bioplex.com	5	Empickadin	Zeesipicator	induction				
soles@isdom.com	5	Empickopentor Holdings	Barmunaquistor	electric	conventional	1	1	1
ronofrio@sumace.com	5	Empickopentor Holdings	Endzapinicator	electric				
mklusman@blackzim.com	5	Empickopentor Holdings	Fropickaman	radiant electric				
icoyier@sonron.com	5	Empickopentor Holdings	Montinefazz	electric				
gmiceli@donquadtech.com	5	Empickopentor Holdings	Partinover	radiant electric				
lfigeroa@condax.com	5	Empickopentor Holdings	Revenex	electric	conventional	1	1	0
cseewald@lexiqvolax.com	5	Empickopentor Holdings	Tipkilover		convection	1	1	1
dyglesias@labdrill.com	5	Empickopentor Holdings	Truzapaquar	induction				
bclaucherty@sunnamplex.com	5	Emtanor International Corp.	Doptumadower	electric	conventional	1	0	1
ncallaro@bioholding.com	5	Emtanor International Corp.	Parrobor		convection	1	0	0
ghanafan@iselectrics.com	5	Emtanor International Corp.	Survenin	electric	convection	0	1	0
lleto@konex.com	5	Emtanor International Corp.	Tipbanommax	radiant electric	conventional	1	0	1
cjurney@konex.com	5	Emtanor International Corp.	Truzapaquar		convection	1	1	1
jshields@codehow.com	5	Emtanor International Corp.	Updudistor	induction	conventional	0	0	1
dfigeroa@zumgoity.com	5	Emtumax Direct Inc	Rapdudin		convection	1	0	1
jhoa@finjob.com	5	Emtumax Direct Inc	Supericator		conventional	0	1	1
tbruschke@sonron.com	5	Emtumax Direct Inc	Supfropantor	electric	conventional	0	0	1
svenere@rundofase.com	5	Emtumax Direct Inc	Tipbanommax	induction	conventional	0	1	1
lmalet@j-texon.com	5	Emtumax Direct Inc	Truzapaquar		conventional	1	1	1
dsamara@finhigh.com	5	Emtumax Direct Inc	Varwerpanower	electric	conventional	0	0	1
ltolfree@scotfind.com	5	Emwerpentor Direct Corp.		radiant electric	conventional	1	1	0
dcronauer@sunnamplex.com	5	Emwerpentor Direct Corp.	Dopnipefistor	radiant electric				
emconnell@plussunin.com	5	Emwerpentor Direct Corp.	Emdudonan	gas	convection	0	0	1
dbolognia@fasehatice.com	5	Emwerpentor Direct Corp.	Mondudax		conventional	0	1	1
bheimann@domzoom.com	5	Emwerpentor Direct Corp.	Qwiglibaquar	radiant electric				
gwaymire@dalttechnology.com	5	Endcadan	Parglibover		conventional	1	1	1
bcronauer@zencorporation.com	5	Endcadan	Qwinipamex		convection	1	0	0
rhanafan@finhigh.com	5	Endcadan	Thruglibentor		conventional	1	0	0
tankeny@treequote.com	5	Endcadan	Zeedimower		convection	1	1	0
mdegroot@rundofase.com	5	Endglibupentor Holdings Group	Fropickaman	gas				
sdhamer@statholdings.com	5	Endglibupentor Holdings Group	Grodiman	radiant electric	conventional	0	1	1
emaclead@sumace.com	5	Endglibupentor Holdings Group	Mondudax	induction				
tschmaltz@warephase.com	5	Endglibupentor Holdings Group	Tipkilover		conventional	1	0	1
dchickering@zumgoity.com	5	Endhupopor International	Adpickinazz	electric	conventional	1	0	0
bborgman@dalttechnology.com	5	Endhupopor International	Adrobollor	induction				
lmelnyk@bioplex.com	5	Endhupopor International	Ciperimar		conventional	1	1	0
mcalvaresi@j-texon.com	5	Endhupopor International	Hapquestover	radiant electric	conventional	1	0	0
lzane@labdrill.com	5	Endhupopor International	Lomfroponex	induction	conventional	1	0	1
fdiestel@gogozoom.com	5	Endhupopor International	Monsipommistor	radiant electric	conventional	1	1	1
mfallick@zathunicon.com	5	Endhupopor International	Upglibicator		conventional	1	1	0
tmcrae@rundofase.com	5	Endjubor Holdings Corp.	Rebanax	gas				
tfoller@opentech.com	5	Endjubor Holdings Corp.	Retanicator	gas	conventional	0	1	0
ehauenstein@donware.com	5	Endjubor Holdings Corp.	Supericator	radiant electric	conventional	0	1	0
bbutzen@warephase.com	5	Endjubor Holdings Corp.	Tipwerpin	gas	conventional	0	0	1
bharabedian@plusstrip.com	5	Endjubor Holdings Corp.	Truzapican	electric	conventional	1	1	0
rblunk@sumace.com	5	Endtinan	Adrobollor	gas	conventional	0	1	1
scalvaresi@warephase.com	5	Endtinan	Hapquestover	electric	conventional	1	1	0
jwaymire@doncon.com	5	Endtinan	Monerex	gas	conventional	0	0	1
kdhamer@scotfind.com	5	Endtinan	Supdimopin		conventional	1	1	1
cbourbon@ontomedia.com	5	Endtinan	Thruglibentor	gas				
gmugnolo@dontechi.com	5	Endtinan	Tipquestistor		conventional	1	1	0
weroman@toughzap.com	5	Endtumin	Dopnipefistor		convection	0	0	1
arodenberger@dambase.com	5	Endtumin	Endsipistor	gas				
xfortino@golddex.com	5	Endtumin	Gropickicator		conventional	1	1	0
cchesterfield@streethex.com	5	Endtumin	Haptanupantor		convection	0	1	0
gcomnick@konmatfix.com	5	Endtumin	Klifropamentor	induction	conventional	1	0	0
dgabisi@kan-code.com	5	Endtumin	Monsipommistor	gas				
slacovara@zotware.com	5	Endtumin	Tipsapover	gas	conventional	1	1	0
ayglesias@zoomit.com	5	Endtumin	Winnipilover	electric				
sfrankel@konmatfix.com	5	Endzapimistor	Frovenazz	electric				
imunis@ganjaflex.com	5	Endzapimistor	Rapdimepax	induction				
dcampain@finjob.com	5	Endzapimistor	Rewerpower	gas				
thidvegi@zotware.com	5	Endzapimistor	Supbanantor	electric	conventional	1	0	0
cgreenbush@nam-zim.com	5	Endzapimistor	Surpickewentor	gas				
rrhym@rangreen.com	5	Endzapimistor	Thrurobimicator	electric	convection	1	1	1
mstenseth@plussunin.com	5	Frodudollazz  Corp.			conventional	0	1	1
mcaudy@newex.com	5	Frodudollazz  Corp.	Adfropax	electric	conventional	0	1	1
dbatman@singletechno.com	5	Frodudollazz  Corp.	Intinower		conventional	0	1	0
lmadarang@konex.com	5	Frodudollazz  Corp.	Klitumover	induction	conventional	0	0	1
bnicolozakes@rangreen.com	5	Frodudollazz  Corp.	Parjubollor	radiant electric				
aklonowski@isdom.com	5	Frodudollazz  Corp.	Thrusapentor	gas	conventional	1	1	1
jpoquette@domzoom.com	5	Frodudollazz  Corp.	Trujubex		convection	0	0	1
minouye@j-texon.com	5	Frodudollazz  Corp.	Truzapican	electric	convection	1	0	0
lsamu@blackzim.com	5	Frodudollazz  Corp.	Untumover		conventional	1	0	1
gpalaspas@finhigh.com	5	Frodudollazz  Corp.	Winwerpan		conventional	0	1	0
lkannady@bioholding.com	5	Frofropentor Holdings	Enddimax		conventional	1	1	0
sgehrett@domzoom.com	5	Frofropentor Holdings	Fropickaman		conventional	1	1	1
gcantres@dontechi.com	5	Frofropentor Holdings	Groweran		convection	0	0	1
tpugh@xx-holding.com	5	Frofropentor Holdings	Rejubefistor		conventional	0	1	0
dchickering@rantouch.com	5	Frofropentor Holdings	Wintinewin	electric	conventional	0	1	1
dostrosky@rantouch.com	5	Frofropentor Holdings	Zeedudommover	radiant electric				
avanheusen@zotware.com	5	Frojubimicator WorldWide	Lomnipanower		conventional	0	1	1
dcanlas@lexiqvolax.com	5	Frojubimicator WorldWide	Winrobaquazz	radiant electric				
mbartolet@statholdings.com	5	Fromunar WorldWide Group	Adkilor	gas				
rriden@rantouch.com	5	Fromunar WorldWide Group	Adpebeficator	gas	convection	1	0	1
shoa@sunnamplex.com	5	Fromunar WorldWide Group	Parjubollor		conventional	0	1	0
bluczki@xx-zobam.com	5	Froroban		electric				
ischnitzler@zencorporation.com	5	Froroban	Frorobistor	gas				
bcryer@inity.com	5	Froroban	Parfropadantor	radiant electric	conventional	0	0	1
gferencz@fasehatice.com	5	Froroban	Partinover	electric	conventional	1	0	1
tcronauer@statholdings.com	5	Froroban	Rewerpower		convection	0	1	0
nkarpel@statholdings.com	5	Froroban	Thrurobimicator	electric				
carceo@xx-zobam.com	5	Froroban	Wintanax	radiant electric	conventional	1	1	1
vjurney@conecom.com	5	Froroban	Zeesipicator		convection	1	0	0
hmerced@yearin.com	5	Grocadan WorldWide Company	Haptumar		convection	0	1	0
gcrupi@cancity.com	5	Grocadan WorldWide Company	Lomtinex	electric	convection	1	1	1
bgleich@plusstrip.com	5	Grocadan WorldWide Company	Parrobor		conventional	0	1	1
ieanes@inity.com	5	Grocadan WorldWide Company	Retanicator		conventional	0	1	1
rbolognia@rantouch.com	5	Grocadan WorldWide Company	Suptanedgentor		convection	0	1	1
kfarrow@kinnamplus.com	5	Grocadan WorldWide Company	Windimower	gas				
clorens@rundofase.com	5	Grocadan WorldWide Company	Winweregicator	induction	conventional	1	0	1
kkitzman@goodsilron.com	5	Grohupefantor International Company	Doperan		convection	0	1	1
mweglarz@sumace.com	5	Grohupefantor International Company	Gromunplover	radiant electric				
